ID	ACCESSION-2	Start	End	strand	Chromosome
NCU07112	NCU07112.7	138470	140161	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07482	NCU07482.7	467421	468896	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07196	NCU07196.7	6271976	6272643	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07465	NCU07465.7	539971	541429	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00860	NCU00860.7	6931031	6932669	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06287	NCU06287.7	3025834	3026397	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03944	NCU03944.7	2434802	2437009	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00041	NCU00041.7	2379374	2381129	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04576	NCU04576.7	1625773	1627976	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05937	NCU05937.7	3393588	3395754	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11414	NCU11414.7	82226	84079	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00179	NCU00179.7	2915579	2916091	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03970	NCU03970.7	2351033	2352201	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00656	NCU00656.7	7673339	7676413	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05565	NCU05565.7	1498507	1502179	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00075	NCU00075.7	2527152	2528748	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06941	NCU06941.7	3409284	3410207	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00104	NCU00104.7	2635029	2638329	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07144	NCU07144.7	6431522	6433447	-	supercont10.5 of Neurospora crassa (OR74A)
NCU11934	NCU16563.7	2947734	2948488	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02294	NCU02294.7	1226636	1228511	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04743	NCU04743.7	638612	641713	+	supercont10.6 of Neurospora crassa (OR74A)
NCU08380	NCU08380.7	5548548	5551889	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07498	NCU07498.7	402193	406002	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08468	NCU08468.7	3556148	3559980	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02005	NCU02005.7	1702854	1704325	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06943	NCU06943.7	3404403	3406714	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01063	NCU01063.7	2802061	2803017	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09807	NCU09807.7	4111149	4116081	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02759	NCU02759.7	3462914	3465182	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08845	NCU08845.7	5040718	5041401	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06817	NCU06817.7	1865358	1866734	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00651	NCU00651.7	7689883	7692565	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03767	NCU03767.7	2347647	2350415	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05500	NCU05500.7	1715864	1717541	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11737	NCU16817.7	3423340	3424507	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01394	NCU01394.7	3888290	3892249	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02429	NCU02429.7	1735632	1737635	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03021	NCU03021.7	8417171	8420373	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05803	NCU05803.7	366060	374352	-	supercont10.7 of Neurospora crassa (OR74A)
NCU08192	NCU08192.7	4606355	4606862	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03234	NCU03234.7	4994591	5001165	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11592	NCU16936.7	543857	545752	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04784	NCU04784.7	802782	808852	+	supercont10.6 of Neurospora crassa (OR74A)
NCU07174	NCU07174.7	6349802	6351584	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08022	NCU08022.7	3945211	3947079	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04069	NCU04069.7	1996646	1998020	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02144	NCU02144.7	1100620	1101246	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07048	NCU07048.7	5015540	5016701	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03247	NCU03247.7	5049047	5051321	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02888	NCU02888.7	8797642	8799068	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09135	NCU09135.7	5455841	5457626	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08036	NCU08036.7	3978728	3981969	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02914	NCU02914.7	8710405	8712982	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11984	NCU17267.7	3979142	3980978	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03350	NCU03350.7	1011165	1015822	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11482	NCU16371.7	2656831	2657719	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11655	NCU04304.7	4636887	4638176	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02381	NCU02381.7	1558000	1559765	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03030	NCU03030.7	8387331	8390193	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03079	NCU03079.7	4472836	4476109	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04523	NCU04523.7	3094594	3097669	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06048	NCU06048.7	2271623	2272421	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09688	NCU09688.7	834557	836931	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05685	NCU05685.7	499537	502201	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04179	NCU04179.7	5114952	5116642	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07466	NCU07466.7	537393	538667	-	supercont10.1 of Neurospora crassa (OR74A)
NCU12151	NCU12151.7	3363256	3364815	+	supercont10.6 of Neurospora crassa (OR74A)
NCU01612	NCU01612.7	2958416	2961251	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02923	NCU02923.7	8682441	8683689	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06623	NCU06623.7	1836569	1837872	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09455	NCU09455.7	3999175	4000100	-	supercont10.7 of Neurospora crassa (OR74A)
NCU02020	NCU02020.7	1651636	1655244	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05460	NCU05460.7	1672402	1675771	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00210	NCU00210.7	3020107	3021248	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06183	NCU06183.7	1809756	1812913	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06577	NCU06577.7	1683481	1684710	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09040	NCU09040.7	3832535	3833978	-	supercont10.7 of Neurospora crassa (OR74A)
NCU01427	NCU01427.7	4030156	4032786	-	supercont10.5 of Neurospora crassa (OR74A)
NCU11690	NCU16745.7	6409853	6410734	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05543	NCU05543.7	1566974	1569404	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08776	NCU08776.7	5184741	5188949	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05285	NCU05285.7	5460265	5462492	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07823	NCU07823.7	985933	986672	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11506	NCU16400.7	5366679	5369293	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07202	NCU07202.7	6255040	6256671	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07661	NCU07661.7	2332456	2333575	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07294	NCU07294.7	4490500	4491540	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02768	NCU16491.7	9260456	9264973	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01445	NCU01445.7	4714296	4716903	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02424	NCU02424.7	1711006	1713225	-	supercont10.7 of Neurospora crassa (OR74A)
NCU02579	NCU02579.7	2795127	2796651	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02414	NCU02414.7	1679533	1682212	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02975	NCU02975.7	8534263	8535945	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06107	NCU06107.7	2475346	2476555	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06470	NCU06470.7	1527903	1529275	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02103	NCU02103.7	1271483	1277289	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00378	NCU00378.7	3639357	3641391	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06846	NCU06846.7	1777018	1779258	-	supercont10.2 of Neurospora crassa (OR74A)
NCU10016	NCU10016.7	2965879	2967330	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09014	NCU09014.7	4240758	4242371	-	supercont10.3 of Neurospora crassa (OR74A)
NCU10309	NCU10309.7	2319964	2322661	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09590	NCU09590.7	3343330	3344293	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05425	NCU05425.7	1595813	1599855	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08730	NCU08730.7	3816583	3819059	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03103	NCU03103.7	4563486	4568407	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01476	NCU01476.7	4611139	4613484	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07185	NCU07185.7	6310400	6311736	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08209	NCU08209.7	4646677	4647252	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04569	NCU04569.7	1649636	1653813	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05976	NCU05976.7	3224706	3225840	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11237	NCU11237.7	2592902	2593432	+	supercont10.1 of Neurospora crassa (OR74A)
NCU10987	NCU10987.7	9105406	9107326	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09948	NCU09948.7	6025496	6026290	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03358	NCU03358.7	984305	985878	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05856	NCU05856.7	182113	185709	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00208	NCU00208.7	3012539	3014398	-	supercont10.3 of Neurospora crassa (OR74A)
NCU01042	NCU01042.7	2745205	2746438	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02643	NCU02643.7	3040640	3041684	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00177	NCU00177.7	2908790	2911394	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02292	NCU02292.7	1222555	1224675	+	supercont10.7 of Neurospora crassa (OR74A)
NCU11085	NCU11085.7	8511329	8512426	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05243	NCU05243.7	5630278	5632721	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05043	NCU05043.7	3950402	3952344	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03828	NCU03828.7	2542829	2544445	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05674	NCU05674.7	449717	452595	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02024	NCU02024.7	1640137	1642198	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01705	NCU01705.7	2668447	2669989	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05194	NCU05194.7	5796561	5799598	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08121	NCU08121.7	345814	346564	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00361	NCU00361.7	3576711	3578007	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09871	NCU09871.7	1833975	1835113	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06776	NCU06776.7	1965448	1967810	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01914	NCU01914.7	2044945	2046764	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03339	NCU03339.7	1044676	1046545	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09001	NCU09001.7	4183016	4185215	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08438	NCU08438.7	4066012	4066442	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05624	NCU05624.7	1284834	1286300	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02521	NCU02521.7	2603112	2605015	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01527	NCU01527.7	3184220	3188162	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07108	NCU07108.7	148386	149547	+	supercont10.6 of Neurospora crassa (OR74A)
NCU03847	NCU03847.7	2759076	2760449	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07868	NCU07868.7	1168549	1174110	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04193	NCU04193.7	5160915	5162383	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09395	NCU09395.7	3003946	3005033	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03202	NCU03202.7	4897980	4898869	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00986	NCU00986.7	6487337	6488711	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08302	NCU08302.7	2483621	2485000	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07848	NCU07848.7	1087808	1088953	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11317	NCU06325.7	2910217	2911622	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03288	NCU03288.7	5183620	5185326	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09611	NCU09611.7	57644	58709	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05510	NCU05510.7	1665137	1666810	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01380	NCU01380.7	3836358	3837599	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03901	NCU03901.7	2533789	2535513	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04222	NCU04222.7	5260169	5262616	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04897	NCU04897.7	663057	664324	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03088	NCU03088.7	4506181	4507795	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02242	NCU02242.7	1038912	1040386	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00776	NCU00776.7	7210768	7212976	-	supercont10.1 of Neurospora crassa (OR74A)
NCU10518	NCU10518.7	644120	646853	-	supercont10.6 of Neurospora crassa (OR74A)
NCU05128	NCU05128.7	3658491	3660209	+	supercont10.6 of Neurospora crassa (OR74A)
NCU10040	NCU10040.7	5939026	5940994	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02423	NCU02423.7	1708287	1710987	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04791	NCU04791.7	827330	829185	+	supercont10.6 of Neurospora crassa (OR74A)
NCU10904	NCU10904.7	718482	720405	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03395	NCU03395.7	860214	861898	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06678	NCU06678.7	4229588	4234457	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02772	NCU02772.7	9248517	9250112	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05605	NCU05605.7	1355417	1356598	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09193	NCU09193.7	5780611	5782439	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07596	NCU07596.7	188782	189978	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01190	NCU01190.7	3183921	3185523	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06429	NCU06429.7	1390265	1393532	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09733	NCU09733.7	1987188	1988728	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06853	NCU06853.7	1750180	1752831	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01234	NCU01234.7	3308151	3310079	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00604	NCU00604.7	7863271	7865492	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11176	NCU11176.7	3115356	3117920	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06807	NCU06807.7	1887682	1888956	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08531	NCU08531.7	5028667	5030727	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03817	NCU03817.7	2507224	2508589	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08702	NCU08702.7	3738468	3739691	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01665	NCU01665.7	2763529	2766517	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08987	NCU08987.7	4139775	4140281	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08867	NCU08867.7	73634	75463	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06258	NCU06258.7	2097195	2098449	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03787	NCU03787.7	2413373	2415973	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02929	NCU02929.7	8660308	8662673	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06760	NCU06760.7	2027859	2030515	-	supercont10.2 of Neurospora crassa (OR74A)
NCU04591	NCU04591.7	1583018	1585424	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05019	NCU05019.7	4051752	4053180	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00129	NCU00129.7	2727233	2729675	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09509	NCU09509.7	78754	79510	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04221	NCU04221.7	5253974	5257044	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11460	NCU16346.7	1917242	1918164	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01674	NCU01674.7	2742586	2744115	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09616	NCU09616.7	43715	45205	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09869	NCU09869.7	1838167	1842975	+	supercont10.6 of Neurospora crassa (OR74A)
NCU04203	NCU04203.7	5192706	5196168	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08111	NCU08111.7	309019	310364	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06661	NCU06661.7	4171594	4172470	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08420	NCU08420.7	4002126	4006998	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06321	NCU06321.7	2920449	2923923	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09239	NCU09239.7	9448504	9449976	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07652	NCU07652.7	410280	412264	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02456	NCU02456.7	2135058	2137360	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02287	NCU02287.7	1202695	1204868	-	supercont10.7 of Neurospora crassa (OR74A)
NCU08512	NCU08512.7	3405601	3408044	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07258	NCU07258.7	4598443	4601338	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06160	NCU06160.7	2656620	2657315	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06794	NCU06794.7	1919433	1920124	+	supercont10.2 of Neurospora crassa (OR74A)
NCU11235	NCU11235.7	2659117	2661903	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06091	NCU06091.7	2407905	2410242	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06986	NCU06986.7	4784410	4788490	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08152	NCU08152.7	697675	700616	-	supercont10.7 of Neurospora crassa (OR74A)
NCU01970	NCU01970.7	1827459	1828864	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11422	NCU09304.7	4246643	4248077	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01262	NCU01262.7	3417549	3417935	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01411	NCU01411.7	3967910	3970058	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08732	NCU08732.7	3822813	3824290	-	supercont10.2 of Neurospora crassa (OR74A)
NCU04356	NCU04356.7	3651708	3653390	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08861	NCU08861.7	95423	96999	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07802	NCU07802.7	240090	242748	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07606	NCU07606.7	226374	227031	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09956	NCU09956.7	6041267	6041800	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07100	NCU07100.7	169316	171088	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06617	NCU06617.7	1816226	1817723	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05544	NCU05544.7	1565224	1566708	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05619	NCU05619.7	1307705	1308058	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08015	NCU08015.7	3921756	3922160	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11746	NCU16823.7	3044131	3045883	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05667	NCU05667.7	417824	419063	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05909	NCU05909.7	3498506	3500461	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11764	NCU16857.7	3892553	3893126	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07775	NCU07775.7	348469	349907	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09641	NCU09641.7	29178	31245	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02858	NCU02858.7	8885168	8893130	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09052	NCU09052.7	3787173	3788344	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03086	NCU03086.7	4495847	4497327	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06116	NCU06116.7	2503747	2504680	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03099	NCU03099.7	4548751	4550531	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07973	NCU07973.7	1177375	1178607	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01339	NCU01339.7	3706507	3707756	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03715	NCU03715.7	2184596	2187115	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05551	NCU05551.7	1541907	1543686	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05067	NCU05067.7	3849554	3851053	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06141	NCU06141.7	2591057	2592633	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05731	NCU05731.7	673071	674187	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08096	NCU08096.7	243324	246248	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02956	NCU02956.7	8594340	8596899	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00432	NCU00432.7	3840006	3844800	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09391	NCU09391.7	2991313	2993813	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06884	NCU06884.7	3594752	3601592	-	supercont10.7 of Neurospora crassa (OR74A)
NCU04498	NCU04498.7	3169802	3171792	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00565	NCU00565.7	7985477	7987236	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06257	NCU06257.7	2093609	2096676	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09424	NCU09424.7	3083884	3085670	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05045	NCU05045.7	3944805	3946893	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02610	NCU02610.7	2903363	2905138	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07749	NCU07749.7	433591	434059	+	supercont10.5 of Neurospora crassa (OR74A)
NCU12005	NCU17232.7	329405	329989	+	supercont10.7 of Neurospora crassa (OR74A)
NCU11693	NCU16751.7	104844	106043	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04490	NCU04490.7	3194091	3195492	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00277	NCU00277.7	3278883	3281139	-	supercont10.3 of Neurospora crassa (OR74A)
NCU01182	NCU01182.7	3159290	3160733	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05532	NCU05532.7	1599049	1599483	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11215	NCU11215.7	3147878	3150892	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05776	NCU05776.7	462898	465496	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01928	NCU01928.7	1988294	1990509	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04111	NCU04111.7	4874882	4877663	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08349	NCU08349.7	5664240	5666785	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02228	NCU02228.7	989900	991814	-	supercont10.7 of Neurospora crassa (OR74A)
NCU07630	NCU07630.7	325468	326406	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04151	NCU04151.7	5010553	5011942	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06207	NCU06207.7	1913396	1915702	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00895	NCU00895.7	6843036	6844961	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09459	NCU09459.7	3983728	3985792	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00587	NCU00587.7	7913714	7916943	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05234	NCU05234.7	5667243	5669129	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03858	NCU03858.7	2721145	2723292	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02097	NCU02097.7	1298092	1299820	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07955	NCU07955.7	1228899	1232013	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02781	NCU02781.7	9216537	9218252	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04541	NCU04541.7	2746371	2747490	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05421	NCU05421.7	1585579	1587520	+	supercont10.2 of Neurospora crassa (OR74A)
NCU11474	NCU16364.7	2656831	2657719	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04284	NCU04284.7	5495203	5496223	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02755	NCU02755.7	3452051	3454081	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04925	NCU04925.7	755396	755800	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01759	NCU01759.7	2527979	2529357	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03992	NCU03992.7	2262868	2265839	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11559	NCU16482.7	8482467	8483530	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03813	NCU03813.7	2492023	2494322	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06094	NCU06094.7	2436746	2438513	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00965	NCU00965.7	6555304	6556483	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04512	NCU04512.7	3128538	3135350	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00270	NCU00270.7	3242195	3244805	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06682	NCU06682.7	4259817	4260652	-	supercont10.5 of Neurospora crassa (OR74A)
